"id","name","base_experience","height","weight","types","abilities","hp","attack","defense","sp_attack","sp_defense","speed"
"300","skitty","52","6","110","normal","cute-charm|normalize|wonder-skin","50","45","45","35","35","50"
"319","sharpedo","161","18","888","water|dark","rough-skin|speed-boost","70","120","40","95","40","95"
"321","wailord","175","145","3980","water","water-veil|oblivious|pressure","170","90","45","90","45","60"
"317","swalot","163","17","800","poison","liquid-ooze|sticky-hold|gluttony","100","73","83","73","83","55"
"318","carvanha","61","8","208","water|dark","rough-skin|speed-boost","45","90","20","65","20","65"
"312","minun","142","4","42","electric","minus|volt-absorb","60","40","50","75","85","95"
"322","numel","61","7","240","fire|ground","oblivious|simple|own-tempo","60","60","40","65","45","35"
"315","roselia","140","3","20","grass|poison","natural-cure|poison-point|leaf-guard","50","60","45","100","80","65"
"308","medicham","144","13","315","fighting|psychic","pure-power|telepathy","60","60","75","60","75","80"
"327","spinda","126","11","50","normal","own-tempo|tangled-feet|contrary","60","60","60","60","60","60"
"329","vibrava","119","11","153","ground|dragon","levitate","50","70","50","50","50","70"
"325","spoink","66","7","306","psychic","thick-fat|own-tempo|gluttony","60","25","35","70","80","60"
"326","grumpig","165","9","715","psychic","thick-fat|own-tempo|gluttony","80","45","65","90","110","80"
"320","wailmer","80","20","1300","water","water-veil|oblivious|pressure","130","70","35","70","35","60"
"323","camerupt","161","19","2200","fire|ground","magma-armor|solid-rock|anger-point","70","100","70","105","75","40"
"330","flygon","234","20","820","ground|dragon","levitate","80","100","80","80","80","100"
"316","gulpin","60","4","103","poison","liquid-ooze|sticky-hold|gluttony","70","43","53","43","53","40"
"335","zangoose","160","13","403","normal","immunity|toxic-boost","73","115","60","60","60","90"
"337","lunatone","161","10","1680","rock|psychic","levitate","90","55","65","95","85","70"
"333","swablu","62","4","12","normal|flying","natural-cure|cloud-nine","45","40","60","40","75","50"
"334","altaria","172","11","206","dragon|flying","natural-cure|cloud-nine","75","70","90","70","105","80"
"324","torkoal","165","5","804","fire","white-smoke|drought|shell-armor","70","85","140","85","70","20"
"328","trapinch","58","7","150","ground","hyper-cutter|arena-trap|sheer-force","45","100","45","45","45","10"
"331","cacnea","67","4","513","grass","sand-veil|water-absorb","50","85","40","85","40","35"
"338","solrock","161","12","1540","rock|psychic","levitate","90","95","85","55","65","70"
"343","baltoy","60","5","215","ground|psychic","levitate","40","40","55","40","70","55"
"345","lileep","71","10","238","rock|grass","suction-cups|storm-drain","66","41","77","61","87","23"
"341","corphish","62","6","115","water","hyper-cutter|shell-armor|adaptability","43","80","65","50","35","35"
"342","crawdaunt","164","11","328","water|dark","hyper-cutter|shell-armor|adaptability","63","120","85","90","55","55"
"332","cacturne","166","13","774","grass|dark","sand-veil|water-absorb","70","115","60","115","60","55"
"351","castform","147","3","8","normal","forecast","70","70","70","70","70","70"
"339","barboach","58","4","19","water|ground","oblivious|anticipation|hydration","50","48","43","46","41","60"
"346","cradily","173","15","604","rock|grass","suction-cups|storm-drain","86","81","97","81","107","43"
"336","seviper","160","27","525","poison","shed-skin|infiltrator","73","100","60","100","60","65"
"349","feebas","40","6","74","water","swift-swim|oblivious|adaptability","20","15","20","10","55","80"
"353","shuppet","59","6","23","ghost","insomnia|frisk|cursed-body","44","75","35","63","33","45"
"350","milotic","189","62","1620","water","marvel-scale|competitive|cute-charm","95","60","79","100","125","81"
"359","absol","163","12","470","dark","pressure|super-luck|justified","65","130","60","75","60","75"
"347","anorith","71","7","125","rock|bug","battle-armor|swift-swim","45","95","50","40","50","75"
"340","whiscash","164","9","236","water|ground","oblivious|anticipation|hydration","110","78","73","76","71","60"
"344","claydol","175","15","1080","ground|psychic","levitate","60","70","105","70","120","75"
"354","banette","159","11","125","ghost","insomnia|frisk|cursed-body","64","115","65","83","63","65"
"357","tropius","161","20","1000","grass|flying","chlorophyll|solar-power|harvest","99","68","83","72","87","51"
"361","snorunt","60","7","168","ice","inner-focus|ice-body|moody","50","50","50","50","50","50"
"358","chimecho","159","6","10","psychic","levitate","75","50","80","95","90","65"
"367","huntail","170","17","270","water","swift-swim|water-veil","55","104","105","94","75","52"
"348","armaldo","173","15","682","rock|bug","battle-armor|swift-swim","75","125","100","70","80","45"
"362","glalie","168","15","2565","ice","inner-focus|ice-body|moody","80","80","80","80","80","80"
"355","duskull","59","8","150","ghost","levitate|frisk","20","40","90","30","90","25"
"369","relicanth","170","10","234","water|rock","swift-swim|rock-head|sturdy","100","90","130","45","65","55"
"352","kecleon","154","10","220","normal","color-change|protean","60","90","70","60","120","40"
"366","clamperl","69","4","525","water","shell-armor|rattled","35","64","85","74","55","32"
"365","walrein","239","14","1506","ice|water","thick-fat|ice-body|oblivious","110","80","90","95","90","65"
"375","metang","147","12","2025","steel|psychic","clear-body|light-metal","60","75","100","55","80","50"
"356","dusclops","159","16","306","ghost","pressure|frisk","40","70","130","60","130","25"
"370","luvdisc","116","6","87","water","swift-swim|hydration","43","30","55","40","65","97"
"363","spheal","58","8","395","ice|water","thick-fat|ice-body|oblivious","70","40","50","55","50","25"
"374","beldum","60","6","952","steel|psychic","clear-body|light-metal","40","55","80","35","60","30"
"377","regirock","261","17","2300","rock","clear-body|sturdy","80","100","200","50","100","50"
"373","salamence","270","15","1026","dragon|flying","intimidate|moxie","95","135","80","110","80","100"
"360","wynaut","52","6","140","psychic","shadow-tag|telepathy","95","23","48","23","48","23"
"383","groudon","302","35","9500","ground","drought","100","150","140","100","90","90"
"364","sealeo","144","11","876","ice|water","thick-fat|ice-body|oblivious","90","60","70","75","70","45"
"371","bagon","60","6","421","dragon","rock-head|sheer-force","45","75","60","40","30","50"
"378","regice","261","18","1750","ice","clear-body|ice-body","80","50","100","100","200","50"
"382","kyogre","302","45","3520","water","drizzle","100","100","90","150","140","90"
"368","gorebyss","170","18","226","water","swift-swim|hydration","55","84","105","114","75","52"
"391","monferno","142","9","220","fire|fighting","blaze|iron-fist","64","78","52","78","52","81"
"385","jirachi","270","3","11","steel|psychic","serene-grace","100","100","100","100","100","100"
"372","shelgon","147","11","1105","dragon","rock-head|overcoat","65","95","100","60","50","50"
"381","latios","270","20","600","dragon|psychic","levitate","80","90","80","130","110","110"
"379","registeel","261","19","2050","steel","clear-body|light-metal","80","75","150","75","150","50"
"386","deoxys-normal","270","17","608","psychic","pressure","50","150","50","150","50","150"
"390","chimchar","62","5","62","fire","blaze|iron-fist","44","58","44","58","44","61"
"376","metagross","270","16","5500","steel|psychic","clear-body|light-metal","80","135","130","95","90","70"
"399","bidoof","50","5","200","normal","simple|unaware|moody","59","45","40","35","40","31"
"393","piplup","63","4","52","water","torrent|competitive","53","51","53","61","56","40"
"380","latias","270","14","400","dragon|psychic","levitate","80","80","90","110","130","110"
"389","torterra","236","22","3100","grass|ground","overgrow|shell-armor","95","109","105","75","85","56"
"394","prinplup","142","8","230","water","torrent|competitive","64","66","68","81","76","50"
"398","staraptor","218","12","249","normal|flying","intimidate|reckless","85","120","70","50","60","100"
"387","turtwig","64","4","102","grass","overgrow|shell-armor","55","68","64","45","55","31"
"384","rayquaza","306","70","2065","dragon|flying","air-lock","105","150","90","150","90","95"
"407","roserade","232","9","145","grass|poison","natural-cure|poison-point|technician","60","70","65","125","105","90"
"401","kricketot","39","3","22","bug","shed-skin|run-away","37","25","41","25","41","25"
"388","grotle","142","11","970","grass","overgrow|shell-armor","75","89","85","55","65","36"
"397","staravia","119","6","155","normal|flying","intimidate|reckless","55","75","50","40","40","80"
"402","kricketune","134","10","255","bug","swarm|technician","77","85","51","55","51","65"
"395","empoleon","239","17","845","water|steel","torrent|competitive","84","86","88","111","101","60"
"406","budew","56","2","12","grass|poison","natural-cure|poison-point|leaf-guard","40","30","35","50","70","55"
"392","infernape","240","12","550","fire|fighting","blaze|iron-fist","76","104","71","104","71","108"
"409","rampardos","173","16","1025","rock","mold-breaker|sheer-force","97","165","60","65","50","58"
"415","combee","49","3","55","bug|flying","honey-gather|hustle","30","30","42","30","42","70"
"396","starly","49","3","20","normal|flying","keen-eye|reckless","40","55","30","30","30","60"
"405","luxray","235","14","420","electric","rivalry|intimidate|guts","80","120","79","95","79","70"
"403","shinx","53","5","95","electric","rivalry|intimidate|guts","45","65","34","40","34","45"
"410","shieldon","70","5","570","rock|steel","sturdy|soundproof","30","42","118","42","88","30"
"414","mothim","148","9","233","bug|flying","swarm|tinted-lens","70","94","50","94","50","66"
"400","bibarel","144","10","315","normal|water","simple|unaware|moody","79","85","60","55","60","71"
"417","pachirisu","142","4","39","electric","run-away|pickup|volt-absorb","60","45","70","45","90","95"
"423","gastrodon","166","9","299","water|ground","sticky-hold|storm-drain|sand-force","111","83","68","92","82","39"
"404","luxio","127","9","305","electric","rivalry|intimidate|guts","60","85","49","60","49","60"
"413","wormadam-plant","148","5","65","bug|grass","anticipation|overcoat","60","59","85","79","105","36"
"411","bastiodon","173","13","1495","rock|steel","sturdy|soundproof","60","52","168","47","138","30"
"418","buizel","66","7","295","water","swift-swim|water-veil","55","65","35","60","30","85"
"422","shellos","65","3","63","water","sticky-hold|storm-drain|sand-force","76","48","48","57","62","34"
"408","cranidos","70","9","315","rock","mold-breaker|sheer-force","67","125","40","30","30","58"
"412","burmy","45","2","34","bug","shed-skin|overcoat","40","29","45","29","45","36"
"425","drifloon","70","4","12","ghost|flying","aftermath|unburden|flare-boost","90","50","34","60","44","70"
"421","cherrim","158","5","93","grass","flower-gift","70","60","70","87","78","85"
"431","glameow","62","5","39","normal","limber|own-tempo|keen-eye","49","55","42","42","37","85"
"426","drifblim","174","12","150","ghost|flying","aftermath|unburden|flare-boost","150","80","44","90","54","80"
"430","honchkrow","177","9","273","dark|flying","insomnia|super-luck|moxie","100","125","52","105","52","71"
"419","floatzel","173","11","335","water","swift-swim|water-veil","85","105","55","85","50","115"
"416","vespiquen","166","12","385","bug|flying","pressure|unnerve","70","80","102","80","102","40"
"420","cherubi","55","4","33","grass","chlorophyll","45","35","45","62","53","35"
"429","mismagius","173","9","44","ghost","levitate","60","60","60","105","105","105"
"433","chingling","57","2","6","psychic","levitate","45","30","50","65","50","45"
"439","mime-jr","62","6","130","psychic|fairy","soundproof|filter|technician","20","25","45","70","90","60"
"434","stunky","66","4","192","poison|dark","stench|aftermath|keen-eye","63","63","47","41","41","74"
"438","bonsly","58","5","150","rock","sturdy|rock-head|rattled","50","80","95","10","45","10"
"427","buneary","70","4","55","normal","run-away|klutz|limber","55","66","44","44","56","85"
"424","ambipom","169","12","203","normal","technician|pickup|skill-link","75","100","66","60","66","115"
"437","bronzong","175","13","1870","steel|psychic","levitate|heatproof|heavy-metal","67","89","116","79","116","33"
"428","lopunny","168","12","333","normal","cute-charm|klutz|limber","65","76","84","54","96","105"
"441","chatot","144","5","19","normal|flying","keen-eye|tangled-feet|big-pecks","76","65","45","92","42","91"
"447","riolu","57","7","202","fighting","steadfast|inner-focus|prankster","40","70","40","35","40","60"
"435","skuntank","168","10","380","poison|dark","stench|aftermath|keen-eye","103","93","67","71","61","84"
"446","munchlax","78","6","1050","normal","pickup|thick-fat|gluttony","135","85","40","40","85","5"
"442","spiritomb","170","10","1080","ghost|dark","pressure|infiltrator","50","92","108","92","108","35"
"432","purugly","158","10","438","normal","thick-fat|own-tempo|defiant","71","82","64","64","59","112"
"436","bronzor","60","5","605","steel|psychic","levitate|heatproof|heavy-metal","57","24","86","24","86","23"
"445","garchomp","270","19","950","dragon|ground","sand-veil|rough-skin","108","130","95","80","85","102"
"449","hippopotas","66","8","495","ground","sand-stream|sand-force","68","72","78","38","42","32"
"455","carnivine","159","14","270","grass","levitate","74","100","72","90","72","46"
"443","gible","60","7","205","dragon|ground","sand-veil|rough-skin","58","70","45","40","45","42"
"454","toxicroak","172","13","444","poison|fighting","anticipation|dry-skin|poison-touch","83","106","65","86","65","85"
"450","hippowdon","184","20","3000","ground","sand-stream|sand-force","108","112","118","68","72","47"
"440","happiny","110","6","244","normal","natural-cure|serene-grace|friend-guard","100","5","5","15","65","30"
"444","gabite","144","14","560","dragon|ground","sand-veil|rough-skin","68","90","65","50","55","82"
"457","lumineon","161","12","240","water","swift-swim|storm-drain|water-veil","69","69","76","69","86","91"
"453","croagunk","60","7","230","poison|fighting","anticipation|dry-skin|poison-touch","48","61","40","61","40","50"
"463","lickilicky","180","17","1400","normal","own-tempo|oblivious|cloud-nine","110","85","95","80","95","50"
"451","skorupi","66","8","120","poison|bug","battle-armor|sniper|keen-eye","40","50","90","30","55","65"
"462","magnezone","241","12","1800","electric|steel","magnet-pull|sturdy|analytic","70","70","115","130","90","60"
"458","mantyke","69","10","650","water|flying","swift-swim|water-absorb|water-veil","45","20","50","60","120","50"
"448","lucario","184","12","540","fighting|steel","steadfast|inner-focus|justified","70","110","70","115","70","90"
"465","tangrowth","187","20","1286","grass","chlorophyll|leaf-guard|regenerator","100","100","125","110","50","50"
"452","drapion","175","13","615","poison|dark","battle-armor|sniper|keen-eye","70","90","110","60","75","95"
"461","weavile","179","11","340","dark|ice","pressure|pickpocket","70","120","65","45","85","125"
"470","leafeon","184","10","255","grass","leaf-guard|chlorophyll","65","110","130","60","65","95"
"471","glaceon","184","8","259","ice","snow-cloak|ice-body","65","60","110","130","95","65"
"459","snover","67","10","505","grass|ice","snow-warning|soundproof","60","62","50","62","60","40"
"466","electivire","243","18","1386","electric","motor-drive|vital-spirit","75","123","67","95","85","95"
"456","finneon","66","4","70","water","swift-swim|storm-drain|water-veil","49","49","56","49","61","66"
"473","mamoswine","239","25","2910","ice|ground","oblivious|snow-cloak|thick-fat","110","130","80","70","60","80"
"469","yanmega","180","19","515","bug|flying","speed-boost|tinted-lens|frisk","86","76","86","116","56","95"
"460","abomasnow","173","22","1355","grass|ice","snow-warning|soundproof","90","92","75","92","85","60"
"478","froslass","168","13","266","ice|ghost","snow-cloak|cursed-body","70","80","70","80","70","110"
"467","magmortar","243","16","680","fire","flame-body|vital-spirit","75","95","67","125","95","83"
"479","rotom","154","3","3","electric|ghost","levitate","50","50","77","95","77","91"
"474","porygon-z","241","9","340","normal","adaptability|download|analytic","85","80","70","135","75","90"
"464","rhyperior","241","24","2828","ground|rock","lightning-rod|solid-rock|reckless","115","140","130","55","55","40"
"481","mesprit","261","3","3","psychic","levitate","80","105","105","105","105","80"
"477","dusknoir","236","22","1066","ghost","pressure|frisk","45","100","135","65","135","45"
"486","regigigas","302","37","4200","normal","slow-start","110","160","110","80","110","100"
"468","togekiss","245","15","380","fairy|flying","hustle|serene-grace|super-luck","85","50","95","120","115","80"
"475","gallade","233","16","520","psychic|fighting","steadfast|sharpness|justified","68","125","65","65","115","80"
"482","azelf","261","3","3","psychic","levitate","75","125","70","125","70","115"
"487","giratina-altered","306","45","7500","ghost|dragon","pressure|telepathy","150","100","120","100","120","90"
"472","gliscor","179","20","425","ground|flying","hyper-cutter|sand-veil|poison-heal","75","95","125","45","75","95"
"489","phione","216","4","31","water","hydration","80","80","80","80","80","80"
"485","heatran","270","17","4300","fire|steel","flash-fire|flame-body","91","90","106","130","106","77"
"476","probopass","184","14","3400","rock|steel","sturdy|magnet-pull|sand-force","60","55","145","75","150","40"
"494","victini","270","4","40","psychic|fire","victory-star","100","100","100","100","100","100"
"490","manaphy","270","3","14","water","hydration","100","100","100","100","100","100"
"483","dialga","306","54","6830","steel|dragon","pressure|telepathy","100","120","120","150","100","90"
"495","snivy","62","6","81","grass","overgrow|contrary","45","45","55","45","55","63"
"480","uxie","261","3","3","psychic","levitate","75","75","130","75","130","95"
"497","serperior","238","33","630","grass","overgrow|contrary","75","75","95","75","95","113"
"484","palkia","306","42","3360","water|dragon","pressure|telepathy","90","120","100","150","120","100"
"493","arceus","324","32","3200","normal","multitype","120","120","120","120","120","120"
"502","dewott","145","8","245","water","torrent|shell-armor","75","75","60","83","60","60"
"488","cresselia","270","15","856","psychic","levitate","120","70","110","75","120","85"
"503","samurott","238","15","946","water","torrent|shell-armor","95","100","85","108","70","70"
"491","darkrai","270","15","505","dark","bad-dreams","70","90","90","135","90","125"
"498","tepig","62","5","99","fire","blaze|thick-fat","65","63","45","45","45","45"
"505","watchog","147","11","270","normal","illuminate|keen-eye|analytic","60","85","69","60","69","77"
"511","pansage","63","6","105","grass","gluttony|overgrow","50","53","48","53","48","64"
"492","shaymin-land","270","2","21","grass","natural-cure","100","100","100","100","100","100"
"496","servine","145","8","160","grass","overgrow|contrary","60","60","75","60","75","83"
"501","oshawott","62","5","59","water","torrent|shell-armor","55","55","45","63","45","45"
"510","liepard","156","11","375","dark","limber|unburden|prankster","64","88","50","88","50","106"
"499","pignite","146","10","555","fire|fighting","blaze|thick-fat","90","93","55","70","55","55"
"506","lillipup","55","4","41","normal","vital-spirit|pickup|run-away","45","60","45","25","45","55"
"513","pansear","63","6","110","fire","gluttony|blaze","50","53","48","53","48","64"
"519","pidove","53","3","21","normal|flying","big-pecks|super-luck|rivalry","50","55","50","36","30","43"
"500","emboar","238","16","1500","fire|fighting","blaze|reckless","110","123","65","100","65","65"
"504","patrat","51","5","116","normal","run-away|keen-eye|analytic","45","55","39","35","39","42"
"509","purrloin","56","4","101","dark","limber|unburden|prankster","41","50","37","50","37","66"
"514","simisear","174","10","280","fire","gluttony|blaze","75","98","63","98","63","101"
"507","herdier","130","9","147","normal","intimidate|sand-rush|scrappy","65","80","65","35","65","60"
"518","musharna","170","11","605","psychic","forewarn|synchronize|telepathy","116","55","85","107","95","29"
"521","unfezant","220","12","290","normal|flying","big-pecks|super-luck|rivalry","80","115","80","65","55","93"
"527","woobat","65","4","21","psychic|flying","unaware|klutz|simple","65","45","43","55","43","72"
"512","simisage","174","11","305","grass","gluttony|overgrow","75","98","63","98","63","101"
"508","stoutland","225","12","610","normal","intimidate|sand-rush|scrappy","85","110","90","45","90","80"
"517","munna","58","6","233","psychic","forewarn|synchronize|telepathy","76","25","45","67","55","24"
"526","gigalith","232","17","2600","rock","sturdy|sand-stream|sand-force","85","135","130","60","80","25"
"515","panpour","63","6","135","water","gluttony|torrent","50","53","48","53","48","64"
"522","blitzle","59","8","298","electric","lightning-rod|motor-drive|sap-sipper","45","60","32","50","32","76"
"529","drilbur","66","3","85","ground","sand-rush|sand-force|mold-breaker","60","85","40","30","45","68"
"535","tympole","59","5","45","water","swift-swim|hydration|water-absorb","50","50","40","50","40","64"
"520","tranquill","125","6","150","normal|flying","big-pecks|super-luck|rivalry","62","77","62","50","42","65"
"516","simipour","174","10","290","water","gluttony|torrent","75","98","63","98","63","101"
"525","boldore","137","9","1020","rock","sturdy|weak-armor|sand-force","70","105","105","50","40","20"
"523","zebstrika","174","16","795","electric","lightning-rod|motor-drive|sap-sipper","75","100","63","80","63","116"
"534","conkeldurr","227","14","870","fighting","guts|sheer-force|iron-fist","105","140","95","55","65","45"
"530","excadrill","178","7","404","ground|steel","sand-rush|sand-force|mold-breaker","110","135","60","50","65","88"
"537","seismitoad","229","15","620","water|ground","swift-swim|poison-touch|water-absorb","105","95","75","85","75","74"
"543","venipede","52","4","53","bug|poison","poison-point|swarm|speed-boost","30","45","59","30","39","57"
"528","swoobat","149","9","105","psychic|flying","unaware|klutz|simple","67","57","55","77","55","114"
"524","roggenrola","56","4","180","rock","sturdy|weak-armor|sand-force","55","75","85","25","25","15"
"533","gurdurr","142","12","400","fighting","guts|sheer-force|iron-fist","85","105","85","40","50","40"
"538","throh","163","13","555","fighting","guts|inner-focus|mold-breaker","120","100","85","30","85","45"
"542","leavanny","225","12","205","bug|grass","swarm|chlorophyll|overcoat","75","103","80","70","80","92"
"531","audino","390","11","310","normal","healer|regenerator|klutz","103","60","86","60","86","50"
"545","scolipede","218","25","2005","bug|poison","poison-point|swarm|speed-boost","60","100","89","55","69","112"
"551","sandile","58","7","152","ground|dark","intimidate|moxie|anger-point","50","72","35","35","35","65"
"541","swadloon","133","5","73","bug|grass","leaf-guard|chlorophyll|overcoat","55","63","90","50","80","42"
"536","palpitoad","134","8","170","water|ground","swift-swim|hydration|water-absorb","75","65","55","65","55","69"
"532","timburr","61","6","125","fighting","guts|sheer-force|iron-fist","75","80","55","25","35","35"
"550","basculin-red-striped","161","10","180","water","reckless|adaptability|mold-breaker","70","92","65","80","55","98"
"546","cottonee","56","3","6","grass|fairy","prankster|infiltrator|chlorophyll","40","27","60","37","50","66"
"539","sawk","163","14","510","fighting","sturdy|inner-focus|mold-breaker","75","125","75","30","75","85"
"553","krookodile","234","15","963","ground|dark","intimidate|moxie|anger-point","95","117","80","65","70","92"
"559","scraggy","70","6","118","dark|fighting","shed-skin|moxie|intimidate","50","75","70","35","70","48"
"540","sewaddle","62","3","25","bug|grass","swarm|chlorophyll|overcoat","45","53","70","40","60","42"
"544","whirlipede","126","12","585","bug|poison","poison-point|swarm|speed-boost","40","55","99","40","79","47"
"547","whimsicott","168","7","66","grass|fairy","prankster|infiltrator|chlorophyll","60","67","85","77","75","116"
"549","lilligant","168","11","163","grass","chlorophyll|own-tempo|leaf-guard","70","60","75","110","75","90"
"558","crustle","170","14","2000","bug|rock","sturdy|shell-armor|weak-armor","70","105","125","65","75","45"
"554","darumaka","63","6","375","fire","hustle|inner-focus","70","90","45","15","45","50"
"561","sigilyph","172","14","140","psychic|flying","wonder-skin|magic-guard|tinted-lens","72","58","80","103","80","97"
"567","archeops","177","14","320","rock|flying","defeatist","75","140","65","112","65","110"
"548","petilil","56","5","66","grass","chlorophyll|own-tempo|leaf-guard","45","35","50","70","50","30"
"555","darmanitan-standard","168","13","929","fire","sheer-force|zen-mode","105","140","55","30","55","95"
"552","krokorok","123","10","334","ground|dark","intimidate|moxie|anger-point","60","82","45","45","45","74"
"557","dwebble","65","3","145","bug|rock","sturdy|shell-armor|weak-armor","50","65","85","35","35","55"
"566","archen","71","5","95","rock|flying","defeatist","55","112","45","74","45","70"
"562","yamask","61","5","15","ghost","mummy","38","30","85","55","65","30"
"569","garbodor","166","19","1073","poison","stench|weak-armor|aftermath","80","95","82","60","82","75"
"575","gothorita","137","7","180","psychic","frisk|competitive|shadow-tag","60","45","70","75","85","55"
"563","cofagrigus","169","17","765","ghost","mummy","58","50","145","95","105","30"
"574","gothita","58","4","58","psychic","frisk|competitive|shadow-tag","45","30","50","55","65","45"
"565","carracosta","173","12","810","water|rock","solid-rock|sturdy|swift-swim","74","108","133","83","65","32"
"556","maractus","161","10","280","grass","water-absorb|chlorophyll|storm-drain","75","86","67","106","67","60"
"560","scrafty","171","11","300","dark|fighting","shed-skin|moxie|intimidate","65","90","115","45","115","58"
"577","solosis","58","3","10","psychic","overcoat|magic-guard|regenerator","45","30","40","105","50","20"
"570","zorua","66","7","125","dark","illusion","40","65","40","80","40","65"
"583","vanillish","138","11","410","ice","ice-body|snow-cloak|weak-armor","51","65","65","80","75","59"
"571","zoroark","179","16","811","dark","illusion","60","105","60","120","60","105"
"573","cinccino","165","5","75","normal","cute-charm|technician|skill-link","75","95","60","65","60","115"
"582","vanillite","61","4","57","ice","ice-body|snow-cloak|weak-armor","36","50","50","65","60","44"
"564","tirtouga","71","7","165","water|rock","solid-rock|sturdy|swift-swim","54","78","103","53","45","22"
"568","trubbish","66","6","310","poison","stench|sticky-hold|aftermath","50","50","62","40","62","65"
"578","duosion","130","6","80","psychic","overcoat|magic-guard|regenerator","65","40","50","125","60","30"
"585","deerling","67","6","195","normal|grass","chlorophyll|sap-sipper|serene-grace","60","60","50","40","50","75"
"591","amoonguss","162","6","105","grass|poison","effect-spore|regenerator","114","85","70","85","80","30"
"581","swanna","166","13","242","water|flying","keen-eye|big-pecks|hydration","75","87","63","87","63","98"
"590","foongus","59","2","10","grass|poison","effect-spore|regenerator","69","55","45","55","55","15"
"579","reuniclus","221","10","201","psychic","overcoat|magic-guard|regenerator","110","65","75","125","85","30"
"586","sawsbuck","166","19","925","normal|grass","chlorophyll|sap-sipper|serene-grace","80","100","70","60","70","95"
"593","jellicent","168","22","1350","water|ghost","water-absorb|cursed-body|damp","100","60","70","85","105","60"
"576","gothitelle","221","15","440","psychic","frisk|competitive|shadow-tag","70","55","95","95","110","65"
"572","minccino","60","4","58","normal","cute-charm|technician|skill-link","55","50","40","40","40","75"
"599","klink","60","3","210","steel","plus|minus|clear-body","40","55","70","45","60","30"
"598","ferrothorn","171","10","1100","grass|steel","iron-barbs|anticipation","74","94","131","54","116","20"
"589","escavalier","173","10","330","bug|steel","swarm|shell-armor|overcoat","70","135","105","60","105","20"
"587","emolga","150","4","50","electric|flying","static|motor-drive","55","75","60","75","60","103"
"584","vanilluxe","241","13","575","ice","ice-body|snow-warning|weak-armor","71","95","85","110","95","79"
"594","alomomola","165","12","316","water","healer|hydration|regenerator","165","75","80","40","45","65"
"580","ducklett","61","5","55","water|flying","keen-eye|big-pecks|hydration","62","44","50","44","50","55"
"601","klinklang","234","6","810","steel","plus|minus|clear-body","60","100","115","70","85","90"
"607","litwick","55","3","31","ghost|fire","flash-fire|flame-body|infiltrator","50","30","55","65","55","20"
"597","ferroseed","61","6","188","grass|steel","iron-barbs","44","50","91","24","86","10"
"606","beheeyem","170","10","345","psychic","telepathy|synchronize|analytic","75","75","75","125","95","40"
"595","joltik","64","1","6","bug|electric","compound-eyes|unnerve|swarm","50","47","50","57","50","65"
"609","chandelure","234","10","343","ghost|fire","flash-fire|flame-body|infiltrator","60","55","90","145","90","80"
"602","tynamo","55","2","3","electric","levitate","35","55","40","45","40","60"
"592","frillish","67","12","330","water|ghost","water-absorb|cursed-body|damp","55","40","50","65","85","40"
"615","cryogonal","180","11","1480","ice","levitate","80","50","50","95","135","105"
"588","karrablast","63","5","59","bug","swarm|shed-skin|no-guard","50","75","45","40","45","60"
"605","elgyem","67","5","90","psychic","telepathy|synchronize|analytic","55","55","55","85","55","30"
"617","accelgor","173","8","253","bug","hydration|sticky-hold|unburden","80","70","40","100","60","145"
"603","eelektrik","142","12","220","electric","levitate","65","85","70","75","70","40"
"614","beartic","177","26","2600","ice","snow-cloak|slush-rush|swift-swim","95","130","80","70","80","50"
"596","galvantula","165","8","143","bug|electric","compound-eyes|unnerve|swarm","70","77","60","97","60","108"
"623","golurk","169","28","3300","ground|ghost","iron-fist|klutz|no-guard","89","124","80","55","80","55"
"600","klang","154","6","510","steel","plus|minus|clear-body","60","80","95","70","85","50"
"610","axew","64","6","180","dragon","rivalry|mold-breaker|unnerve","46","87","60","30","40","57"
"613","cubchoo","61","5","85","ice","snow-cloak|slush-rush|rattled","55","70","40","60","40","40"
"611","fraxure","144","10","360","dragon","rivalry|mold-breaker|unnerve","66","117","70","40","50","67"
"625","bisharp","172","16","700","dark|steel","defiant|inner-focus|pressure","65","125","100","60","70","70"
"622","golett","61","10","920","ground|ghost","iron-fist|klutz|no-guard","59","74","50","35","50","35"
"604","eelektross","232","21","805","electric","levitate","85","115","80","105","80","50"
"631","heatmor","169","14","580","fire","gluttony|flash-fire|white-smoke","85","97","66","105","66","65"
"618","stunfisk","165","7","110","ground|electric","static|limber|sand-veil","109","66","84","81","99","32"
"608","lampent","130","6","130","ghost|fire","flash-fire|flame-body|infiltrator","60","40","60","95","60","55"
"621","druddigon","170","16","1390","dragon","rough-skin|sheer-force|mold-breaker","77","120","90","60","90","48"
"619","mienfoo","70","9","200","fighting","inner-focus|regenerator|reckless","45","85","50","55","50","65"
"612","haxorus","243","18","1055","dragon","rivalry|mold-breaker|unnerve","76","147","90","60","70","97"
"630","mandibuzz","179","12","395","dark|flying","big-pecks|overcoat|weak-armor","110","65","105","55","95","80"
"633","deino","60","8","173","dark|dragon","hustle","52","65","50","45","50","38"
"616","shelmet","61","4","77","bug","hydration|shell-armor|overcoat","50","40","85","40","65","25"
"626","bouffalant","172","16","946","normal","reckless|sap-sipper|soundproof","95","110","95","40","95","55"
"639","terrakion","261","19","2600","rock|fighting","justified","91","129","90","72","90","108"
